spend_log_sd,seed,channel,metric,value
0.15,185,video,relative_bias,-0.5967629921
0.15,185,video,covered,0
0.15,185,search,relative_bias,-0.3972650026
0.15,185,search,covered,1
0.15,185,social,relative_bias,-0.6350498838
0.15,185,social,covered,0
0.15,185,ooh,relative_bias,-1
0.15,185,ooh,covered,1
0.15,185,all,median_abs_relative_bias,0.6350498838
0.15,185,all,spearman,0.9
0.15,185,all,regret,3.258100645
0.15,185,all,beats_status_quo,0
0.15,185,all,achievable_lift_share,0.01195289188
0.15,185,all,shortfall_from_optimum_share,0.03894372475
0.15,185,all,loss_vs_status_quo_share,0.02699083287
0.15,185,all,n_agreeing,3
0.15,186,tv,relative_bias,-0.4438150858
0.15,186,tv,covered,0
0.15,186,video,relative_bias,-0.5935581406
0.15,186,video,covered,0
0.15,186,search,relative_bias,0.6576026198
0.15,186,search,covered,1
0.15,186,social,relative_bias,-0.1819557794
0.15,186,social,covered,1
0.15,186,ooh,relative_bias,0.6239489906
0.15,186,ooh,covered,1
0.15,186,all,median_abs_relative_bias,0.5935581406
0.15,186,all,spearman,0.5
0.15,186,all,regret,7.25618559
0.15,186,all,beats_status_quo,0
0.15,186,all,achievable_lift_share,0.01144315417
0.15,186,all,shortfall_from_optimum_share,0.08303365038
0.15,186,all,loss_vs_status_quo_share,0.07159049621
0.15,186,all,n_agreeing,3
0.15,187,tv,relative_bias,-0.2370770115
0.15,187,tv,covered,0
0.15,187,video,relative_bias,-0.6942490546
0.15,187,video,covered,0
0.15,187,search,relative_bias,-0.3692890179
0.15,187,search,covered,0
0.15,187,social,relative_bias,-0.5156447137
0.15,187,social,covered,0
0.15,187,ooh,relative_bias,0.6828553255
0.15,187,ooh,covered,1
0.15,187,all,median_abs_relative_bias,0.5156447137
0.15,187,all,spearman,0.8
0.15,187,all,regret,1.295045888
0.15,187,all,beats_status_quo,0
0.15,187,all,achievable_lift_share,0.0121324101
0.15,187,all,shortfall_from_optimum_share,0.01571202781
0.15,187,all,loss_vs_status_quo_share,0.003579617714
0.15,187,all,n_agreeing,3
0.15,188,tv,relative_bias,-0.3274140664
0.15,188,tv,covered,0
0.15,188,video,relative_bias,0.3009480266
0.15,188,video,covered,1
0.15,188,search,relative_bias,-0.1299335304
0.15,188,search,covered,1
0.15,188,social,relative_bias,0.2540092612
0.15,188,social,covered,1
0.15,188,ooh,relative_bias,3.381764564
0.15,188,ooh,covered,0
0.15,188,all,median_abs_relative_bias,0.3009480266
0.15,188,all,spearman,0.6
0.15,188,all,regret,1.026325236
0.15,188,all,beats_status_quo,0
0.15,188,all,achievable_lift_share,0.01181764925
0.15,188,all,shortfall_from_optimum_share,0.01212875165
0.15,188,all,loss_vs_status_quo_share,0.0003111024011
0.15,188,all,n_agreeing,3
0.15,189,tv,relative_bias,-0.1862076925
0.15,189,tv,covered,1
0.15,189,video,relative_bias,-0.3796180992
0.15,189,video,covered,0
0.15,189,search,relative_bias,0.03696531151
0.15,189,search,covered,1
0.15,189,social,relative_bias,-0.6364689087
0.15,189,social,covered,0
0.15,189,ooh,relative_bias,-1
0.15,189,ooh,covered,1
0.15,189,all,median_abs_relative_bias,0.3796180992
0.15,189,all,spearman,0.9
0.15,189,all,regret,1.093791649
0.15,189,all,beats_status_quo,0
0.15,189,all,achievable_lift_share,0.01171061742
0.15,189,all,shortfall_from_optimum_share,0.01280897554
0.15,189,all,loss_vs_status_quo_share,0.001098358124
0.15,189,all,n_agreeing,3
0.15,190,tv,relative_bias,1.050727937
0.15,190,tv,covered,0
0.15,190,video,relative_bias,-0.3537054187
0.15,190,video,covered,1
0.15,190,search,relative_bias,0.035065888
0.15,190,search,covered,1
0.15,190,social,relative_bias,-1
0.15,190,social,covered,0
0.15,190,ooh,relative_bias,7.485203711
0.15,190,ooh,covered,0
0.15,190,all,median_abs_relative_bias,1
0.15,190,all,spearman,0.3
0.15,190,all,regret,1.297304916
0.15,190,all,beats_status_quo,0
0.15,190,all,achievable_lift_share,0.01164780348
0.15,190,all,shortfall_from_optimum_share,0.01511075272
0.15,190,all,loss_vs_status_quo_share,0.003462949236
0.15,190,all,n_agreeing,3
0.15,191,tv,relative_bias,-0.04028079923
0.15,191,tv,covered,1
0.15,191,video,relative_bias,-0.6185993862
0.15,191,video,covered,1
0.15,191,search,relative_bias,1.061691681
0.15,191,search,covered,1
0.15,191,social,relative_bias,-1
0.15,191,social,covered,1
0.15,191,ooh,relative_bias,-1
0.15,191,ooh,covered,1
0.15,191,all,median_abs_relative_bias,1
0.15,191,all,spearman,0.6668859289
0.15,191,all,regret,2.183637463
0.15,191,all,beats_status_quo,0
0.15,191,all,achievable_lift_share,0.01200340753
0.15,191,all,shortfall_from_optimum_share,0.02621109037
0.15,191,all,loss_vs_status_quo_share,0.01420768284
0.15,191,all,n_agreeing,3
0.15,192,tv,relative_bias,-0.8770169427
0.15,192,tv,covered,0
0.15,192,video,relative_bias,-0.5493643957
0.15,192,video,covered,0
0.15,192,search,relative_bias,-0.6663577399
0.15,192,search,covered,0
0.15,192,social,relative_bias,-0.8148434482
0.15,192,social,covered,0
0.15,192,ooh,relative_bias,-0.3960263336
0.15,192,ooh,covered,0
0.15,192,all,median_abs_relative_bias,0.6663577399
0.15,192,all,spearman,0.6
0.15,192,all,regret,1.852096511
0.15,192,all,beats_status_quo,0
0.15,192,all,achievable_lift_share,0.01160465353
0.15,192,all,shortfall_from_optimum_share,0.02149293832
0.15,192,all,loss_vs_status_quo_share,0.009888284788
0.15,192,all,n_agreeing,3
0.15,193,tv,relative_bias,-0.147751888
0.15,193,tv,covered,1
0.15,193,video,relative_bias,-1
0.15,193,video,covered,0
0.15,193,search,relative_bias,-0.7533180772
0.15,193,search,covered,0
0.15,193,social,relative_bias,-0.3695239266
0.15,193,social,covered,1
0.15,193,ooh,relative_bias,0.2312819845
0.15,193,ooh,covered,1
0.15,193,all,median_abs_relative_bias,0.3695239266
0.15,193,all,spearman,0.1
0.15,193,all,regret,5.119328055
0.15,193,all,beats_status_quo,0
0.15,193,all,achievable_lift_share,0.01172103069
0.15,193,all,shortfall_from_optimum_share,0.06000380122
0.15,193,all,loss_vs_status_quo_share,0.04828277053
0.15,193,all,n_agreeing,3
0.15,194,tv,relative_bias,0.01693024505
0.15,194,tv,covered,1
0.15,194,video,relative_bias,-0.106229733
0.15,194,video,covered,1
0.15,194,search,relative_bias,-0.6184594175
0.15,194,search,covered,0
0.15,194,social,relative_bias,0.09476811252
0.15,194,social,covered,1
0.15,194,ooh,relative_bias,5.801888875
0.15,194,ooh,covered,1
0.15,194,all,median_abs_relative_bias,0.106229733
0.15,194,all,spearman,0.3
0.15,194,all,regret,2.355666918
0.15,194,all,beats_status_quo,0
0.15,194,all,achievable_lift_share,0.01193731029
0.15,194,all,shortfall_from_optimum_share,0.02812032693
0.15,194,all,loss_vs_status_quo_share,0.01618301665
0.15,194,all,n_agreeing,3
0.15,195,tv,relative_bias,-0.001418116882
0.15,195,tv,covered,1
0.15,195,video,relative_bias,-0.6538547435
0.15,195,video,covered,0
0.15,195,search,relative_bias,0.7817871987
0.15,195,search,covered,1
0.15,195,social,relative_bias,0.9484824398
0.15,195,social,covered,1
0.15,195,ooh,relative_bias,0.991690514
0.15,195,ooh,covered,1
0.15,195,all,median_abs_relative_bias,0.7817871987
0.15,195,all,spearman,0.4
0.15,195,all,regret,2.876232646
0.15,195,all,beats_status_quo,0
0.15,195,all,achievable_lift_share,0.01195762259
0.15,195,all,shortfall_from_optimum_share,0.03439290446
0.15,195,all,loss_vs_status_quo_share,0.02243528187
0.15,195,all,n_agreeing,3
0.15,196,tv,relative_bias,1.512752393
0.15,196,tv,covered,0
0.15,196,video,relative_bias,0.3077381248
0.15,196,video,covered,1
0.15,196,search,relative_bias,-0.5898879998
0.15,196,search,covered,0
0.15,196,social,relative_bias,0.02204155538
0.15,196,social,covered,1
0.15,196,ooh,relative_bias,0.385332882
0.15,196,ooh,covered,1
0.15,196,all,median_abs_relative_bias,0.385332882
0.15,196,all,spearman,0.9
0.15,196,all,regret,3.063696584
0.15,196,all,beats_status_quo,0
0.15,196,all,achievable_lift_share,0.01190518367
0.15,196,all,shortfall_from_optimum_share,0.03647387056
0.15,196,all,loss_vs_status_quo_share,0.02456868688
0.15,196,all,n_agreeing,3
0.15,197,tv,relative_bias,-0.5308901602
0.15,197,tv,covered,0
0.15,197,video,relative_bias,-1
0.15,197,video,covered,0
0.15,197,search,relative_bias,-0.8800181055
0.15,197,search,covered,0
0.15,197,social,relative_bias,-0.1331638612
0.15,197,social,covered,1
0.15,197,ooh,relative_bias,0.6190189534
0.15,197,ooh,covered,1
0.15,197,all,median_abs_relative_bias,0.6190189534
0.15,197,all,spearman,0.1
0.15,197,all,regret,5.382972357
0.15,197,all,beats_status_quo,0
0.15,197,all,achievable_lift_share,0.01165799161
0.15,197,all,shortfall_from_optimum_share,0.0627546466
0.15,197,all,loss_vs_status_quo_share,0.05109665498
0.15,197,all,n_agreeing,3
0.15,198,tv,relative_bias,0.08279825242
0.15,198,tv,covered,1
0.15,198,video,relative_bias,0.3571007662
0.15,198,video,covered,1
0.15,198,search,relative_bias,1.088298729
0.15,198,search,covered,0
0.15,198,social,relative_bias,-1
0.15,198,social,covered,1
0.15,198,ooh,relative_bias,-0.3338639917
0.15,198,ooh,covered,1
0.15,198,all,median_abs_relative_bias,0.3571007662
0.15,198,all,spearman,0.8
0.15,198,all,regret,1.959240055
0.15,198,all,beats_status_quo,0
0.15,198,all,achievable_lift_share,0.01218839369
0.15,198,all,shortfall_from_optimum_share,0.02387998912
0.15,198,all,loss_vs_status_quo_share,0.01169159543
0.15,198,all,n_agreeing,3
0.15,199,tv,relative_bias,-0.2805663009
0.15,199,tv,covered,0
0.15,199,video,relative_bias,-0.5071248591
0.15,199,video,covered,1
0.15,199,search,relative_bias,1.049491289
0.15,199,search,covered,1
0.15,199,social,relative_bias,-1
0.15,199,social,covered,1
0.15,199,ooh,relative_bias,0.2863750733
0.15,199,ooh,covered,1
0.15,199,all,median_abs_relative_bias,0.5071248591
0.15,199,all,spearman,0.6
0.15,199,all,regret,3.071844505
0.15,199,all,beats_status_quo,0
0.15,199,all,achievable_lift_share,0.01216215274
0.15,199,all,shortfall_from_optimum_share,0.03736024207
0.15,199,all,loss_vs_status_quo_share,0.02519808933
0.15,199,all,n_agreeing,3
0.30,0,tv,relative_bias,-0.6378722486
0.30,0,tv,covered,0
0.30,0,video,relative_bias,0.4679291293
0.30,0,video,covered,1
0.30,0,search,relative_bias,0.01666537704
0.30,0,search,covered,1
0.30,0,social,relative_bias,-0.4408610302
0.30,0,social,covered,0
0.30,0,ooh,relative_bias,2.16791451
0.30,0,ooh,covered,0
0.30,0,all,median_abs_relative_bias,0.4679291293
0.30,0,all,spearman,0.6
0.30,0,all,regret,2.915486128
0.30,0,all,beats_status_quo,0
0.30,0,all,achievable_lift_share,0.01173353762
0.30,0,all,shortfall_from_optimum_share,0.03420896615
0.30,0,all,loss_vs_status_quo_share,0.02247542853
0.30,0,all,n_agreeing,3
0.30,1,tv,relative_bias,-0.541205333
0.30,1,tv,covered,0
0.30,1,video,relative_bias,-0.8376170131
0.30,1,video,covered,0
0.30,1,search,relative_bias,-0.7982221734
0.30,1,search,covered,0
0.30,1,social,relative_bias,-0.1909624542
0.30,1,social,covered,1
0.30,1,ooh,relative_bias,11.83877803
0.30,1,ooh,covered,0
0.30,1,all,median_abs_relative_bias,0.7982221734
0.30,1,all,spearman,-0.4
0.30,1,all,regret,4.152782032
0.30,1,all,beats_status_quo,0
0.30,1,all,achievable_lift_share,0.0120633535
0.30,1,all,shortfall_from_optimum_share,0.05009647768
0.30,1,all,loss_vs_status_quo_share,0.03803312417
0.30,1,all,n_agreeing,3
0.30,2,tv,relative_bias,1.222537091
0.30,2,tv,covered,0
0.30,2,video,relative_bias,0.7886320927
0.30,2,video,covered,0
0.30,2,search,relative_bias,0.4338169711
0.30,2,search,covered,0
0.30,2,social,relative_bias,-0.6920204664
0.30,2,social,covered,0
0.30,2,ooh,relative_bias,-0.5156053776
0.30,2,ooh,covered,1
0.30,2,all,median_abs_relative_bias,0.6920204664
0.30,2,all,spearman,1
0.30,2,all,regret,1.061776219
0.30,2,all,beats_status_quo,0
0.30,2,all,achievable_lift_share,0.01114675476
0.30,2,all,shortfall_from_optimum_share,0.01183535913
0.30,2,all,loss_vs_status_quo_share,0.0006886043663
0.30,2,all,n_agreeing,3
0.30,3,tv,relative_bias,0.6153486103
0.30,3,tv,covered,0
0.30,3,video,relative_bias,-0.867265888
0.30,3,video,covered,0
0.30,3,search,relative_bias,-0.114630957
0.30,3,search,covered,1
0.30,3,social,relative_bias,0.04265297899
0.30,3,social,covered,1
0.30,3,ooh,relative_bias,-0.5764202454
0.30,3,ooh,covered,0
0.30,3,all,median_abs_relative_bias,0.5764202454
0.30,3,all,spearman,0.7
0.30,3,all,regret,2.577638703
0.30,3,all,beats_status_quo,0
0.30,3,all,achievable_lift_share,0.01169833353
0.30,3,all,shortfall_from_optimum_share,0.03015407726
0.30,3,all,loss_vs_status_quo_share,0.01845574373
0.30,3,all,n_agreeing,3
0.30,4,tv,relative_bias,0.1324034211
0.30,4,tv,covered,1
0.30,4,video,relative_bias,-0.5340085553
0.30,4,video,covered,0
0.30,4,search,relative_bias,0.9157431454
0.30,4,search,covered,1
0.30,4,social,relative_bias,-0.233292918
0.30,4,social,covered,1
0.30,4,ooh,relative_bias,8.061228495
0.30,4,ooh,covered,0
0.30,4,all,median_abs_relative_bias,0.5340085553
0.30,4,all,spearman,0.3
0.30,4,all,regret,3.276342823
0.30,4,all,beats_status_quo,0
0.30,4,all,achievable_lift_share,0.01175862172
0.30,4,all,shortfall_from_optimum_share,0.0385252759
0.30,4,all,loss_vs_status_quo_share,0.02676665417
0.30,4,all,n_agreeing,3
0.30,5,tv,relative_bias,0.7720971365
0.30,5,tv,covered,0
0.30,5,video,relative_bias,-0.592288684
0.30,5,video,covered,0
0.30,5,search,relative_bias,-0.5931611163
0.30,5,search,covered,0
0.30,5,social,relative_bias,0.5617386651
0.30,5,social,covered,1
0.30,5,ooh,relative_bias,-0.3619396445
0.30,5,ooh,covered,1
0.30,5,all,median_abs_relative_bias,0.592288684
0.30,5,all,spearman,0.7
0.30,5,all,regret,2.810434958
0.30,5,all,beats_status_quo,0
0.30,5,all,achievable_lift_share,0.01130641941
0.30,5,all,shortfall_from_optimum_share,0.03177595636
0.30,5,all,loss_vs_status_quo_share,0.02046953695
0.30,5,all,n_agreeing,3
0.30,6,tv,relative_bias,-0.1658248651
0.30,6,tv,covered,0
0.30,6,video,relative_bias,-0.6085067753
0.30,6,video,covered,0
0.30,6,search,relative_bias,-0.6314992398
0.30,6,search,covered,0
0.30,6,social,relative_bias,0.4387898349
0.30,6,social,covered,1
0.30,6,ooh,relative_bias,4.121825042
0.30,6,ooh,covered,0
0.30,6,all,median_abs_relative_bias,0.6085067753
0.30,6,all,spearman,0.1
0.30,6,all,regret,4.153613892
0.30,6,all,beats_status_quo,0
0.30,6,all,achievable_lift_share,0.01160322499
0.30,6,all,shortfall_from_optimum_share,0.04819531654
0.30,6,all,loss_vs_status_quo_share,0.03659209154
0.30,6,all,n_agreeing,3
0.30,7,tv,relative_bias,0.1740313219
0.30,7,tv,covered,1
0.30,7,video,relative_bias,1.604179686
0.30,7,video,covered,0
0.30,7,search,relative_bias,-0.152506348
0.30,7,search,covered,1
0.30,7,social,relative_bias,0.655740197
0.30,7,social,covered,1
0.30,7,ooh,relative_bias,-0.5816641474
0.30,7,ooh,covered,1
0.30,7,all,median_abs_relative_bias,0.5816641474
0.30,7,all,spearman,0.8
0.30,7,all,regret,0.2413623666
0.30,7,all,beats_status_quo,1
0.30,7,all,achievable_lift_share,0.01194560754
0.30,7,all,shortfall_from_optimum_share,0.002883220105
0.30,7,all,loss_vs_status_quo_share,-0.009062387431
0.30,7,all,n_agreeing,3
0.30,8,tv,relative_bias,-0.5228626991
0.30,8,tv,covered,0
0.30,8,video,relative_bias,-0.5321011175
0.30,8,video,covered,0
0.30,8,search,relative_bias,-0.2250125176
0.30,8,search,covered,1
0.30,8,social,relative_bias,0.7938719764
0.30,8,social,covered,0
0.30,8,ooh,relative_bias,0.6925378762
0.30,8,ooh,covered,0
0.30,8,all,median_abs_relative_bias,0.5321011175
0.30,8,all,spearman,0.3
0.30,8,all,regret,2.585046465
0.30,8,all,beats_status_quo,0
0.30,8,all,achievable_lift_share,0.01098918845
0.30,8,all,shortfall_from_optimum_share,0.02840756276
0.30,8,all,loss_vs_status_quo_share,0.01741837431
0.30,8,all,n_agreeing,3
0.30,9,tv,relative_bias,-0.6141495395
0.30,9,tv,covered,0
0.30,9,video,relative_bias,-0.5697913965
0.30,9,video,covered,0
0.30,9,search,relative_bias,-0.8293105983
0.30,9,search,covered,0
0.30,9,social,relative_bias,-0.3533591197
0.30,9,social,covered,1
0.30,9,ooh,relative_bias,4.893794172
0.30,9,ooh,covered,0
0.30,9,all,median_abs_relative_bias,0.6141495395
0.30,9,all,spearman,-0.1
0.30,9,all,regret,6.652383258
0.30,9,all,beats_status_quo,0
0.30,9,all,achievable_lift_share,0.011340044
0.30,9,all,shortfall_from_optimum_share,0.07543831883
0.30,9,all,loss_vs_status_quo_share,0.06409827483
0.30,9,all,n_agreeing,3
0.30,10,tv,relative_bias,1.31682413
0.30,10,tv,covered,0
0.30,10,video,relative_bias,-0.6775531314
0.30,10,video,covered,0
0.30,10,search,relative_bias,0.4419511832
0.30,10,search,covered,1
0.30,10,social,relative_bias,-0.4452993366
0.30,10,social,covered,0
0.30,10,ooh,relative_bias,0.1551982095
0.30,10,ooh,covered,1
0.30,10,all,median_abs_relative_bias,0.4452993366
0.30,10,all,spearman,0.9
0.30,10,all,regret,3.655721451
0.30,10,all,beats_status_quo,0
0.30,10,all,achievable_lift_share,0.01177286186
0.30,10,all,shortfall_from_optimum_share,0.04303830364
0.30,10,all,loss_vs_status_quo_share,0.03126544178
0.30,10,all,n_agreeing,3
0.30,11,tv,relative_bias,-0.6526610169
0.30,11,tv,covered,0
0.30,11,video,relative_bias,-0.5996787404
0.30,11,video,covered,0
0.30,11,search,relative_bias,-0.4533177823
0.30,11,search,covered,0
0.30,11,social,relative_bias,-0.2265700555
0.30,11,social,covered,0
0.30,11,ooh,relative_bias,0.3597970932
0.30,11,ooh,covered,1
0.30,11,all,median_abs_relative_bias,0.4533177823
0.30,11,all,spearman,0.7
0.30,11,all,regret,2.780239581
0.30,11,all,beats_status_quo,0
0.30,11,all,achievable_lift_share,0.0114725504
0.30,11,all,shortfall_from_optimum_share,0.03189643872
0.30,11,all,loss_vs_status_quo_share,0.02042388832
0.30,11,all,n_agreeing,3
0.30,12,tv,relative_bias,-0.227489924
0.30,12,tv,covered,0
0.30,12,video,relative_bias,-0.7861736923
0.30,12,video,covered,0
0.30,12,search,relative_bias,0.9072754049
0.30,12,search,covered,0
0.30,12,social,relative_bias,-0.4147354075
0.30,12,social,covered,0
0.30,12,ooh,relative_bias,4.699005786
0.30,12,ooh,covered,0
0.30,12,all,median_abs_relative_bias,0.7861736923
0.30,12,all,spearman,0.1
0.30,12,all,regret,4.03976191
0.30,12,all,beats_status_quo,0
0.30,12,all,achievable_lift_share,0.0112791428
0.30,12,all,shortfall_from_optimum_share,0.04556505148
0.30,12,all,loss_vs_status_quo_share,0.03428590867
0.30,12,all,n_agreeing,3
0.30,13,tv,relative_bias,-0.7058996023
0.30,13,tv,covered,0
0.30,13,video,relative_bias,0.7655237964
0.30,13,video,covered,0
0.30,13,search,relative_bias,0.3772651369
0.30,13,search,covered,1
0.30,13,social,relative_bias,-0.6465746653
0.30,13,social,covered,0
0.30,13,ooh,relative_bias,2.213288965
0.30,13,ooh,covered,0
0.30,13,all,median_abs_relative_bias,0.7058996023
0.30,13,all,spearman,0.2
0.30,13,all,regret,5.413847039
0.30,13,all,beats_status_quo,0
0.30,13,all,achievable_lift_share,0.01117413009
0.30,13,all,shortfall_from_optimum_share,0.0604950311
0.30,13,all,loss_vs_status_quo_share,0.04932090101
0.30,13,all,n_agreeing,3
0.30,14,tv,relative_bias,0.6084605697
0.30,14,tv,covered,0
0.30,14,video,relative_bias,-0.7096762826
0.30,14,video,covered,0
0.30,14,search,relative_bias,-0.7253506423
0.30,14,search,covered,0
0.30,14,social,relative_bias,-0.4783547346
0.30,14,social,covered,0
0.30,14,ooh,relative_bias,0.06179986165
0.30,14,ooh,covered,1
0.30,14,all,median_abs_relative_bias,0.6084605697
0.30,14,all,spearman,0.9
0.30,14,all,regret,5.664760227
0.30,14,all,beats_status_quo,0
0.30,14,all,achievable_lift_share,0.01056962944
0.30,14,all,shortfall_from_optimum_share,0.05987441649
0.30,14,all,loss_vs_status_quo_share,0.04930478705
