spend_log_sd,seed,channel,metric,value
0.30,151,all,achievable_lift_share,0.01117714903
0.30,151,all,shortfall_from_optimum_share,0.007551628948
0.30,151,all,loss_vs_status_quo_share,-0.003625520079
0.30,151,all,n_agreeing,3
0.30,152,tv,relative_bias,-0.6389479168
0.30,152,tv,covered,0
0.30,152,video,relative_bias,1.51177611
0.30,152,video,covered,0
0.30,152,search,relative_bias,-0.2071459525
0.30,152,search,covered,1
0.30,152,social,relative_bias,2.061872357
0.30,152,social,covered,0
0.30,152,ooh,relative_bias,-0.1271401567
0.30,152,ooh,covered,1
0.30,152,all,median_abs_relative_bias,0.6389479168
0.30,152,all,spearman,0.3
0.30,152,all,regret,5.577711611
0.30,152,all,beats_status_quo,0
0.30,152,all,achievable_lift_share,0.01228978297
0.30,152,all,shortfall_from_optimum_share,0.06854886516
0.30,152,all,loss_vs_status_quo_share,0.05625908219
0.30,152,all,n_agreeing,3
0.30,153,tv,relative_bias,-0.6191507814
0.30,153,tv,covered,0
0.30,153,video,relative_bias,-0.7536104739
0.30,153,video,covered,0
0.30,153,search,relative_bias,-0.8328243466
0.30,153,search,covered,0
0.30,153,social,relative_bias,2.097093545
0.30,153,social,covered,0
0.30,153,ooh,relative_bias,0.1339225345
0.30,153,ooh,covered,1
0.30,153,all,median_abs_relative_bias,0.7536104739
0.30,153,all,spearman,0.2
0.30,153,all,regret,9.375316298
0.30,153,all,beats_status_quo,0
0.30,153,all,achievable_lift_share,0.01143307235
0.30,153,all,shortfall_from_optimum_share,0.1071886695
0.30,153,all,loss_vs_status_quo_share,0.09575559715
0.30,153,all,n_agreeing,3
0.30,154,tv,relative_bias,0.1890089193
0.30,154,tv,covered,0
0.30,154,video,relative_bias,-0.2643715702
0.30,154,video,covered,0
0.30,154,search,relative_bias,-0.5667684897
0.30,154,search,covered,0
0.30,154,social,relative_bias,-0.7555343608
0.30,154,social,covered,0
0.30,154,ooh,relative_bias,1.053689569
0.30,154,ooh,covered,1
0.30,154,all,median_abs_relative_bias,0.5667684897
0.30,154,all,spearman,0.7
0.30,154,all,regret,4.016479832
0.30,154,all,beats_status_quo,0
0.30,154,all,achievable_lift_share,0.01149624417
0.30,154,all,shortfall_from_optimum_share,0.04617443285
0.30,154,all,loss_vs_status_quo_share,0.03467818868
0.30,154,all,n_agreeing,3
0.30,155,tv,relative_bias,0.7859125164
0.30,155,tv,covered,0
0.30,155,video,relative_bias,1.619051492
0.30,155,video,covered,0
0.30,155,search,relative_bias,-1
0.30,155,search,covered,0
0.30,155,social,relative_bias,-0.7361430154
0.30,155,social,covered,0
0.30,155,ooh,relative_bias,-1
0.30,155,ooh,covered,0
0.30,155,all,median_abs_relative_bias,1
0.30,155,all,spearman,0.8207826817
0.30,155,all,regret,3.214055571
0.30,155,all,beats_status_quo,0
0.30,155,all,achievable_lift_share,0.01170033564
0.30,155,all,shortfall_from_optimum_share,0.03760552895
0.30,155,all,loss_vs_status_quo_share,0.02590519331
0.30,155,all,n_agreeing,3
0.30,156,tv,relative_bias,0.7046825533
0.30,156,tv,covered,0
0.30,156,video,relative_bias,1.161610107
0.30,156,video,covered,0
0.30,156,search,relative_bias,-0.2425492354
0.30,156,search,covered,0
0.30,156,social,relative_bias,-0.6075011648
0.30,156,social,covered,1
0.30,156,ooh,relative_bias,2.652267851
0.30,156,ooh,covered,1
0.30,156,all,median_abs_relative_bias,0.7046825533
0.30,156,all,spearman,0.7
0.30,156,all,regret,2.483745423
0.30,156,all,beats_status_quo,0
0.30,156,all,achievable_lift_share,0.01089835043
0.30,156,all,shortfall_from_optimum_share,0.02706872799
0.30,156,all,loss_vs_status_quo_share,0.01617037757
0.30,156,all,n_agreeing,3
0.30,157,tv,relative_bias,-0.1608748805
0.30,157,tv,covered,0
0.30,157,video,relative_bias,-0.4930247051
0.30,157,video,covered,0
0.30,157,search,relative_bias,0.06638824176
0.30,157,search,covered,1
0.30,157,social,relative_bias,-0.6943546048
0.30,157,social,covered,0
0.30,157,ooh,relative_bias,1.003299769
0.30,157,ooh,covered,1
0.30,157,all,median_abs_relative_bias,0.4930247051
0.30,157,all,spearman,0.8
0.30,157,all,regret,3.864960534
0.30,157,all,beats_status_quo,0
0.30,157,all,achievable_lift_share,0.01161636287
0.30,157,all,shortfall_from_optimum_share,0.04489678404
0.30,157,all,loss_vs_status_quo_share,0.03328042117
0.30,157,all,n_agreeing,3
0.30,158,tv,relative_bias,-0.4701302545
0.30,158,tv,covered,0
0.30,158,video,relative_bias,0.4814819914
0.30,158,video,covered,0
0.30,158,search,relative_bias,-0.4167861945
0.30,158,search,covered,0
0.30,158,social,relative_bias,-0.6553418153
0.30,158,social,covered,0
0.30,158,ooh,relative_bias,3.420437809
0.30,158,ooh,covered,1
0.30,158,all,median_abs_relative_bias,0.4814819914
0.30,158,all,spearman,0.6
0.30,158,all,regret,1.333343707
0.30,158,all,beats_status_quo,0
0.30,158,all,achievable_lift_share,0.01171853094
0.30,158,all,shortfall_from_optimum_share,0.01562482948
0.30,158,all,loss_vs_status_quo_share,0.003906298543
0.30,158,all,n_agreeing,3
0.30,159,tv,relative_bias,0.5894607214
0.30,159,tv,covered,0
0.30,159,video,relative_bias,-0.4291912087
0.30,159,video,covered,0
0.30,159,search,relative_bias,-0.02536504341
0.30,159,search,covered,1
0.30,159,social,relative_bias,-0.9164786988
0.30,159,social,covered,0
0.30,159,ooh,relative_bias,3.66359325
0.30,159,ooh,covered,1
0.30,159,all,median_abs_relative_bias,0.5894607214
0.30,159,all,spearman,0.3
0.30,159,all,regret,1.820285247
0.30,159,all,beats_status_quo,0
0.30,159,all,achievable_lift_share,0.01157618837
0.30,159,all,shortfall_from_optimum_share,0.0210719649
0.30,159,all,loss_vs_status_quo_share,0.009495776538
0.30,159,all,n_agreeing,3
0.30,160,tv,relative_bias,-0.6312816164
0.30,160,tv,covered,0
0.30,160,video,relative_bias,-0.8000464522
0.30,160,video,covered,0
0.30,160,search,relative_bias,-0.07987839649
0.30,160,search,covered,0
0.30,160,social,relative_bias,-0.8107922185
0.30,160,social,covered,0
0.30,160,ooh,relative_bias,0.4401773577
0.30,160,ooh,covered,1
0.30,160,all,median_abs_relative_bias,0.6312816164
0.30,160,all,spearman,0.3
0.30,160,all,regret,3.358283119
0.30,160,all,beats_status_quo,0
0.30,160,all,achievable_lift_share,0.01238882336
0.30,160,all,shortfall_from_optimum_share,0.04160517635
0.30,160,all,loss_vs_status_quo_share,0.02921635299
0.30,160,all,n_agreeing,3
0.30,161,tv,relative_bias,0.3425287308
0.30,161,tv,covered,0
0.30,161,video,relative_bias,-0.1825734064
0.30,161,video,covered,1
0.30,161,search,relative_bias,-0.04313758979
0.30,161,search,covered,1
0.30,161,social,relative_bias,-1
0.30,161,social,covered,1
0.30,161,ooh,relative_bias,0.1120865413
0.30,161,ooh,covered,1
0.30,161,all,median_abs_relative_bias,0.1825734064
0.30,161,all,spearman,0.9
0.30,161,all,regret,2.215012816
0.30,161,all,beats_status_quo,0
0.30,161,all,achievable_lift_share,0.01198918481
0.30,161,all,shortfall_from_optimum_share,0.02655619802
0.30,161,all,loss_vs_status_quo_share,0.01456701321
0.30,161,all,n_agreeing,3
0.30,162,tv,relative_bias,-0.4183270293
0.30,162,tv,covered,0
0.30,162,video,relative_bias,0.3804201072
0.30,162,video,covered,1
0.30,162,search,relative_bias,0.1746813616
0.30,162,search,covered,1
0.30,162,social,relative_bias,-0.6115769204
0.30,162,social,covered,0
0.30,162,ooh,relative_bias,0.500945739
0.30,162,ooh,covered,1
0.30,162,all,median_abs_relative_bias,0.4183270293
0.30,162,all,spearman,0.8
0.30,162,all,regret,1.184251793
0.30,162,all,beats_status_quo,0
0.30,162,all,achievable_lift_share,0.01121779015
0.30,162,all,shortfall_from_optimum_share,0.0132846881
0.30,162,all,loss_vs_status_quo_share,0.002066897953
0.30,162,all,n_agreeing,3
0.30,163,tv,relative_bias,-0.02594130899
0.30,163,tv,covered,1
0.30,163,video,relative_bias,-0.02882959638
0.30,163,video,covered,1
0.30,163,search,relative_bias,0.6219674865
0.30,163,search,covered,1
0.30,163,social,relative_bias,-0.111980263
0.30,163,social,covered,1
0.30,163,ooh,relative_bias,2.687532354
0.30,163,ooh,covered,1
0.30,163,all,median_abs_relative_bias,0.111980263
0.30,163,all,spearman,0.8
0.30,163,all,regret,0.5340673122
0.30,163,all,beats_status_quo,1
0.30,163,all,achievable_lift_share,0.01131459626
0.30,163,all,shortfall_from_optimum_share,0.006042756014
0.30,163,all,loss_vs_status_quo_share,-0.005271840248
0.30,163,all,n_agreeing,3
0.30,164,tv,relative_bias,-0.1517713044
0.30,164,tv,covered,0
0.30,164,video,relative_bias,0.1792517106
0.30,164,video,covered,1
0.30,164,search,relative_bias,-0.7403598833
0.30,164,search,covered,0
0.30,164,social,relative_bias,-0.4304342814
0.30,164,social,covered,0
0.30,164,ooh,relative_bias,4.017599966
0.30,164,ooh,covered,0
0.30,164,all,median_abs_relative_bias,0.4304342814
0.30,164,all,spearman,0.6
0.30,164,all,regret,3.27991403
0.30,164,all,beats_status_quo,0
0.30,164,all,achievable_lift_share,0.01148894404
0.30,164,all,shortfall_from_optimum_share,0.03768274875
0.30,164,all,loss_vs_status_quo_share,0.02619380471
0.30,164,all,n_agreeing,3
0.30,165,tv,relative_bias,3.027924353
0.30,165,tv,covered,0
0.30,165,video,relative_bias,0.682310545
0.30,165,video,covered,0
0.30,165,search,relative_bias,-0.6862299861
0.30,165,search,covered,0
0.30,165,social,relative_bias,-0.2493115745
0.30,165,social,covered,1
0.30,165,ooh,relative_bias,0.1212708008
0.30,165,ooh,covered,1
0.30,165,all,median_abs_relative_bias,0.682310545
0.30,165,all,spearman,0.9
0.30,165,all,regret,2.267294319
0.30,165,all,beats_status_quo,0
0.30,165,all,achievable_lift_share,0.01166015667
0.30,165,all,shortfall_from_optimum_share,0.02643700699
0.30,165,all,loss_vs_status_quo_share,0.01477685031
0.30,165,all,n_agreeing,3
0.30,166,tv,relative_bias,-0.3102038446
0.30,166,tv,covered,0
0.30,166,video,relative_bias,-0.2712709663
0.30,166,video,covered,0
0.30,166,search,relative_bias,0.5288173885
0.30,166,search,covered,0
0.30,166,social,relative_bias,-0.6816882673
0.30,166,social,covered,0
0.30,166,ooh,relative_bias,-0.006181376079
0.30,166,ooh,covered,1
0.30,166,all,median_abs_relative_bias,0.3102038446
0.30,166,all,spearman,0.7
0.30,166,all,regret,0.9106390724
0.30,166,all,beats_status_quo,1
0.30,166,all,achievable_lift_share,0.01169952156
0.30,166,all,shortfall_from_optimum_share,0.01065404146
0.30,166,all,loss_vs_status_quo_share,-0.001045480098
0.30,166,all,n_agreeing,3
0.30,167,tv,relative_bias,-0.2648392818
0.30,167,tv,covered,0
0.30,167,video,relative_bias,-0.3736028414
0.30,167,video,covered,0
0.30,167,search,relative_bias,-0.5301867173
0.30,167,search,covered,0
0.30,167,social,relative_bias,0.1805016059
0.30,167,social,covered,1
0.30,167,ooh,relative_bias,-0.5053050471
0.30,167,ooh,covered,1
0.30,167,all,median_abs_relative_bias,0.3736028414
0.30,167,all,spearman,0.7
0.30,167,all,regret,0.7775511986
0.30,167,all,beats_status_quo,1
0.30,167,all,achievable_lift_share,0.01116248163
0.30,167,all,shortfall_from_optimum_share,0.008679400974
0.30,167,all,loss_vs_status_quo_share,-0.00248308066
0.30,167,all,n_agreeing,3
0.30,168,tv,relative_bias,0.7326874341
0.30,168,tv,covered,0
0.30,168,video,relative_bias,-0.8092679253
0.30,168,video,covered,0
0.30,168,search,relative_bias,-0.4600347078
0.30,168,search,covered,0
0.30,168,social,relative_bias,0.8871927571
0.30,168,social,covered,1
0.30,168,ooh,relative_bias,0.2877786574
0.30,168,ooh,covered,1
0.30,168,all,median_abs_relative_bias,0.7326874341
0.30,168,all,spearman,0.3
0.30,168,all,regret,2.410362176
0.30,168,all,beats_status_quo,0
0.30,168,all,achievable_lift_share,0.0121522895
0.30,168,all,shortfall_from_optimum_share,0.02929141897
0.30,168,all,loss_vs_status_quo_share,0.01713912947
0.30,168,all,n_agreeing,3
0.30,169,tv,relative_bias,-0.04589984253
0.30,169,tv,covered,1
0.30,169,video,relative_bias,-0.3004766913
0.30,169,video,covered,0
0.30,169,search,relative_bias,0.2934452373
0.30,169,search,covered,1
0.30,169,social,relative_bias,0.4827757807
0.30,169,social,covered,1
0.30,169,ooh,relative_bias,-1
0.30,169,ooh,covered,1
0.30,169,all,median_abs_relative_bias,0.3004766913
0.30,169,all,spearman,0.7
0.30,169,all,regret,0.2020996334
0.30,169,all,beats_status_quo,1
0.30,169,all,achievable_lift_share,0.01123073696
0.30,169,all,shortfall_from_optimum_share,0.002269727823
0.30,169,all,loss_vs_status_quo_share,-0.00896100914
0.30,169,all,n_agreeing,3
0.30,170,tv,relative_bias,-0.4437362822
0.30,170,tv,covered,0
0.30,170,video,relative_bias,0.2622041627
0.30,170,video,covered,1
0.30,170,search,relative_bias,-0.1302521919
0.30,170,search,covered,1
0.30,170,social,relative_bias,-0.7458459509
0.30,170,social,covered,0
0.30,170,ooh,relative_bias,0.8544368865
0.30,170,ooh,covered,1
0.30,170,all,median_abs_relative_bias,0.4437362822
0.30,170,all,spearman,0.8
0.30,170,all,regret,2.77921783
0.30,170,all,beats_status_quo,0
0.30,170,all,achievable_lift_share,0.01199922013
0.30,170,all,shortfall_from_optimum_share,0.03334844654
0.30,170,all,loss_vs_status_quo_share,0.0213492264
0.30,170,all,n_agreeing,3
0.30,171,tv,relative_bias,2.646824252
0.30,171,tv,covered,0
0.30,171,video,relative_bias,-0.7432841583
0.30,171,video,covered,0
0.30,171,search,relative_bias,-0.7124095868
0.30,171,search,covered,0
0.30,171,social,relative_bias,1.749408349
0.30,171,social,covered,1
0.30,171,ooh,relative_bias,1.408192525
0.30,171,ooh,covered,1
0.30,171,all,median_abs_relative_bias,1.408192525
0.30,171,all,spearman,0.2
0.30,171,all,regret,4.669258246
0.30,171,all,beats_status_quo,0
0.30,171,all,achievable_lift_share,0.01159901414
0.30,171,all,shortfall_from_optimum_share,0.05415879241
0.30,171,all,loss_vs_status_quo_share,0.04255977827
0.30,171,all,n_agreeing,3
0.30,172,tv,relative_bias,0.4283709936
0.30,172,tv,covered,0
0.30,172,video,relative_bias,-0.1905889204
0.30,172,video,covered,1
0.30,172,search,relative_bias,-0.4771052107
0.30,172,search,covered,0
0.30,172,social,relative_bias,0.8846371636
0.30,172,social,covered,0
0.30,172,ooh,relative_bias,0.2383934211
0.30,172,ooh,covered,1
0.30,172,all,median_abs_relative_bias,0.4283709936
0.30,172,all,spearman,0.7
0.30,172,all,regret,0.9973232176
0.30,172,all,beats_status_quo,1
0.30,172,all,achievable_lift_share,0.01163762127
0.30,172,all,shortfall_from_optimum_share,0.01160646989
0.30,172,all,loss_vs_status_quo_share,-3.115137927e-05
0.30,172,all,n_agreeing,3
0.30,173,tv,relative_bias,-0.2342618543
0.30,173,tv,covered,0
0.30,173,video,relative_bias,1.033902103
0.30,173,video,covered,0
0.30,173,search,relative_bias,1.561561384
0.30,173,search,covered,0
0.30,173,social,relative_bias,0.3696782537
0.30,173,social,covered,1
0.30,173,ooh,relative_bias,0.7342781197
0.30,173,ooh,covered,1
0.30,173,all,median_abs_relative_bias,0.7342781197
0.30,173,all,spearman,0.6
0.30,173,all,regret,0.4270004603
0.30,173,all,beats_status_quo,1
0.30,173,all,achievable_lift_share,0.01216918499
0.30,173,all,shortfall_from_optimum_share,0.005196247591
0.30,173,all,loss_vs_status_quo_share,-0.006972937398
0.30,173,all,n_agreeing,3
0.30,174,tv,relative_bias,-0.2591941407
0.30,174,tv,covered,0
0.30,174,video,relative_bias,-0.3435134083
0.30,174,video,covered,0
0.30,174,search,relative_bias,0.07111521223
0.30,174,search,covered,1
0.30,174,social,relative_bias,-0.7544003281
0.30,174,social,covered,0
0.30,174,ooh,relative_bias,2.094382101
0.30,174,ooh,covered,1
0.30,174,all,median_abs_relative_bias,0.3435134083
0.30,174,all,spearman,0.8
0.30,174,all,regret,4.181876554
0.30,174,all,beats_status_quo,0
0.30,174,all,achievable_lift_share,0.01120570884
0.30,174,all,shortfall_from_optimum_share,0.04686089106
0.30,174,all,loss_vs_status_quo_share,0.03565518222
0.30,174,all,n_agreeing,3
0.30,175,tv,relative_bias,-0.6085796566
0.30,175,tv,covered,0
0.30,175,video,relative_bias,-0.3994949219
0.30,175,video,covered,0
0.30,175,search,relative_bias,-0.3431582793
0.30,175,search,covered,0
0.30,175,social,relative_bias,-0.2769426331
0.30,175,social,covered,1
0.30,175,ooh,relative_bias,-1
0.30,175,ooh,covered,1
0.30,175,all,median_abs_relative_bias,0.3994949219
0.30,175,all,spearman,1
0.30,175,all,regret,6.611712761
0.30,175,all,beats_status_quo,0
0.30,175,all,achievable_lift_share,0.01231055691
0.30,175,all,shortfall_from_optimum_share,0.08139386622
0.30,175,all,loss_vs_status_quo_share,0.06908330931
0.30,175,all,n_agreeing,3
0.30,176,tv,relative_bias,-0.5134046327
0.30,176,tv,covered,0
0.30,176,video,relative_bias,-0.8160192558
0.30,176,video,covered,0
0.30,176,search,relative_bias,-0.4311849896
0.30,176,search,covered,0
0.30,176,social,relative_bias,1.18667107
0.30,176,social,covered,0
0.30,176,ooh,relative_bias,0.1685723861
0.30,176,ooh,covered,1
0.30,176,all,median_abs_relative_bias,0.5134046327
0.30,176,all,spearman,0
0.30,176,all,regret,3.900708555
0.30,176,all,beats_status_quo,0
0.30,176,all,achievable_lift_share,0.01193517764
0.30,176,all,shortfall_from_optimum_share,0.04655564953
0.30,176,all,loss_vs_status_quo_share,0.03462047189
0.30,176,all,n_agreeing,3
0.30,177,tv,relative_bias,-0.6104365625
0.30,177,tv,covered,0
0.30,177,video,relative_bias,0.2528020795
0.30,177,video,covered,1
0.30,177,search,relative_bias,-0.09118793563
0.30,177,search,covered,1
0.30,177,social,relative_bias,3.432982601
0.30,177,social,covered,0
0.30,177,ooh,relative_bias,0.08729843865
0.30,177,ooh,covered,1
0.30,177,all,median_abs_relative_bias,0.2528020795
0.30,177,all,spearman,0.1
0.30,177,all,regret,6.545660049
0.30,177,all,beats_status_quo,0
0.30,177,all,achievable_lift_share,0.01143762213
0.30,177,all,shortfall_from_optimum_share,0.07486678623
0.30,177,all,loss_vs_status_quo_share,0.0634291641
0.30,177,all,n_agreeing,3
0.30,178,tv,relative_bias,-0.08685611703
0.30,178,tv,covered,1
0.30,178,video,relative_bias,1.247046536
0.30,178,video,covered,0
0.30,178,search,relative_bias,-0.6094897082
0.30,178,search,covered,0
0.30,178,social,relative_bias,-0.3729120422
0.30,178,social,covered,1
0.30,178,ooh,relative_bias,2.884557175
0.30,178,ooh,covered,0
0.30,178,all,median_abs_relative_bias,0.6094897082
0.30,178,all,spearman,0.5
0.30,178,all,regret,2.186238892
0.30,178,all,beats_status_quo,0
0.30,178,all,achievable_lift_share,0.01193478129
0.30,178,all,shortfall_from_optimum_share,0.02609228301
0.30,178,all,loss_vs_status_quo_share,0.01415750173
0.30,178,all,n_agreeing,3
0.30,179,tv,relative_bias,-0.05959239817
0.30,179,tv,covered,1
0.30,179,video,relative_bias,0.3437897727
0.30,179,video,covered,1
0.30,179,search,relative_bias,-0.2453075668
0.30,179,search,covered,0
0.30,179,social,relative_bias,-0.7981177041
0.30,179,social,covered,0
0.30,179,ooh,relative_bias,5.571523373
0.30,179,ooh,covered,0
0.30,179,all,median_abs_relative_bias,0.3437897727
0.30,179,all,spearman,0.7
0.30,179,all,regret,1.707864179
0.30,179,all,beats_status_quo,0
0.30,179,all,achievable_lift_share,0.01107548141
0.30,179,all,shortfall_from_optimum_share,0.01891541796
0.30,179,all,loss_vs_status_quo_share,0.007839936549
0.30,179,all,n_agreeing,3
0.30,180,tv,relative_bias,0.1283608559
0.30,180,tv,covered,1
0.30,180,video,relative_bias,-0.1045525242
0.30,180,video,covered,1
0.30,180,search,relative_bias,-0.6774678379
0.30,180,search,covered,0
0.30,180,social,relative_bias,1.702393911
0.30,180,social,covered,1
0.30,180,ooh,relative_bias,3.642239426
0.30,180,ooh,covered,0
0.30,180,all,median_abs_relative_bias,0.6774678379
0.30,180,all,spearman,0.5
0.30,180,all,regret,3.224719819
0.30,180,all,beats_status_quo,0
0.30,180,all,achievable_lift_share,0.01203557459
0.30,180,all,shortfall_from_optimum_share,0.03881135592
0.30,180,all,loss_vs_status_quo_share,0.02677578133
0.30,180,all,n_agreeing,3
0.30,181,tv,relative_bias,1.339963278
0.30,181,tv,covered,0
0.30,181,video,relative_bias,-0.4221448025
0.30,181,video,covered,0
0.30,181,search,relative_bias,0.3509858241
0.30,181,search,covered,0
0.30,181,social,relative_bias,1.690051059
0.30,181,social,covered,0
0.30,181,ooh,relative_bias,2.557589936
0.30,181,ooh,covered,1
0.30,181,all,median_abs_relative_bias,1.339963278
0.30,181,all,spearman,0.3
0.30,181,all,regret,1.256262649
0.30,181,all,beats_status_quo,0
0.30,181,all,achievable_lift_share,0.01031257944
0.30,181,all,shortfall_from_optimum_share,0.01295530837
0.30,181,all,loss_vs_status_quo_share,0.00264272893
0.30,181,all,n_agreeing,3
0.30,182,tv,relative_bias,-0.6400821504
0.30,182,tv,covered,0
0.30,182,video,relative_bias,0.5997262772
0.30,182,video,covered,0
0.30,182,search,relative_bias,0.791866518
0.30,182,search,covered,1
0.30,182,social,relative_bias,0.2678946274
0.30,182,social,covered,1
0.30,182,ooh,relative_bias,2.003401847
0.30,182,ooh,covered,0
0.30,182,all,median_abs_relative_bias,0.6400821504
0.30,182,all,spearman,0.4
0.30,182,all,regret,5.823879773
0.30,182,all,beats_status_quo,0
0.30,182,all,achievable_lift_share,0.01185907753
0.30,182,all,shortfall_from_optimum_share,0.06906584175
0.30,182,all,loss_vs_status_quo_share,0.05720676422
0.30,182,all,n_agreeing,3
0.30,183,tv,relative_bias,0.4775569023
0.30,183,tv,covered,0
0.30,183,video,relative_bias,-0.1312536482
0.30,183,video,covered,1
0.30,183,search,relative_bias,-0.6886978924
0.30,183,search,covered,0
0.30,183,social,relative_bias,-0.184204726
0.30,183,social,covered,1
0.30,183,ooh,relative_bias,-1
0.30,183,ooh,covered,0
0.30,183,all,median_abs_relative_bias,0.4775569023
0.30,183,all,spearman,0.9
0.30,183,all,regret,2.20207401
0.30,183,all,beats_status_quo,0
0.30,183,all,achievable_lift_share,0.01153967844
0.30,183,all,shortfall_from_optimum_share,0.02541122597
0.30,183,all,loss_vs_status_quo_share,0.01387154753
0.30,183,all,n_agreeing,3
0.30,184,tv,relative_bias,-0.5084918047
0.30,184,tv,covered,0
0.30,184,video,relative_bias,1.409006261
0.30,184,video,covered,0
0.30,184,search,relative_bias,0.124338266
0.30,184,search,covered,1
0.30,184,social,relative_bias,0.3092362435
0.30,184,social,covered,1
0.30,184,ooh,relative_bias,0.3635871899
0.30,184,ooh,covered,1
0.30,184,all,median_abs_relative_bias,0.3635871899
0.30,184,all,spearman,0.7
0.30,184,all,regret,0.364584412
0.30,184,all,beats_status_quo,1
0.30,184,all,achievable_lift_share,0.01076244009
0.30,184,all,shortfall_from_optimum_share,0.003923817891
0.30,184,all,loss_vs_status_quo_share,-0.006838622196
0.30,184,all,n_agreeing,3
0.30,185,tv,relative_bias,1.200211503
0.30,185,tv,covered,0
0.30,185,video,relative_bias,-0.6348010382
0.30,185,video,covered,0
0.30,185,search,relative_bias,0.1633184913
0.30,185,search,covered,1
0.30,185,social,relative_bias,-0.667289975
0.30,185,social,covered,0
0.30,185,ooh,relative_bias,-0.3521850528
0.30,185,ooh,covered,1
0.30,185,all,median_abs_relative_bias,0.6348010382
0.30,185,all,spearman,0.9
0.30,185,all,regret,2.306751778
0.30,185,all,beats_status_quo,0
0.30,185,all,achievable_lift_share,0.01180122695
0.30,185,all,shortfall_from_optimum_share,0.02722250125
0.30,185,all,loss_vs_status_quo_share,0.0154212743
0.30,185,all,n_agreeing,3
0.30,186,tv,relative_bias,-0.3471575086
0.30,186,tv,covered,0
0.30,186,video,relative_bias,-0.6577670587
0.30,186,video,covered,0
0.30,186,search,relative_bias,0.2459046259
0.30,186,search,covered,1
0.30,186,social,relative_bias,-0.07441151294
0.30,186,social,covered,1
0.30,186,ooh,relative_bias,2.161109333
0.30,186,ooh,covered,1
0.30,186,all,median_abs_relative_bias,0.3471575086
0.30,186,all,spearman,0.3
0.30,186,all,regret,7.794073771
0.30,186,all,beats_status_quo,0
0.30,186,all,achievable_lift_share,0.01077676742
0.30,186,all,shortfall_from_optimum_share,0.0839949203
0.30,186,all,loss_vs_status_quo_share,0.07321815287
0.30,186,all,n_agreeing,3
0.30,187,tv,relative_bias,0.7466072069
0.30,187,tv,covered,0
0.30,187,video,relative_bias,-0.1827304909
0.30,187,video,covered,1
0.30,187,search,relative_bias,-0.007412036865
0.30,187,search,covered,1
0.30,187,social,relative_bias,1.994824433
0.30,187,social,covered,0
0.30,187,ooh,relative_bias,1.646501279
0.30,187,ooh,covered,1
0.30,187,all,median_abs_relative_bias,0.7466072069
0.30,187,all,spearman,0.7
0.30,187,all,regret,0.8410217734
0.30,187,all,beats_status_quo,1
0.30,187,all,achievable_lift_share,0.01230182956
0.30,187,all,shortfall_from_optimum_share,0.01034610651
0.30,187,all,loss_vs_status_quo_share,-0.001955723048
0.30,187,all,n_agreeing,3
0.30,188,tv,relative_bias,-0.3182118469
0.30,188,tv,covered,0
0.30,188,video,relative_bias,0.1781470179
0.30,188,video,covered,1
0.30,188,search,relative_bias,-0.02783948147
0.30,188,search,covered,1
0.30,188,social,relative_bias,0.05843846944
0.30,188,social,covered,1
0.30,188,ooh,relative_bias,1.847697315
0.30,188,ooh,covered,0
0.30,188,all,median_abs_relative_bias,0.1781470179
0.30,188,all,spearman,1
0.30,188,all,regret,0.6668887102
0.30,188,all,beats_status_quo,1
0.30,188,all,achievable_lift_share,0.01166907065
0.30,188,all,shortfall_from_optimum_share,0.007781971477
0.30,188,all,loss_vs_status_quo_share,-0.003887099176
0.30,188,all,n_agreeing,3
0.30,189,tv,relative_bias,-0.1436393691
0.30,189,tv,covered,1
0.30,189,video,relative_bias,-0.4831250715
0.30,189,video,covered,0
0.30,189,search,relative_bias,0.3121374381
0.30,189,search,covered,1
0.30,189,social,relative_bias,-0.6494984802
0.30,189,social,covered,0
0.30,189,ooh,relative_bias,-1
0.30,189,ooh,covered,1
0.30,189,all,median_abs_relative_bias,0.4831250715
0.30,189,all,spearman,0.9
0.30,189,all,regret,4.063408346
0.30,189,all,beats_status_quo,0
0.30,189,all,achievable_lift_share,0.01136295142
0.30,189,all,shortfall_from_optimum_share,0.04617231162
0.30,189,all,loss_vs_status_quo_share,0.0348093602
0.30,189,all,n_agreeing,3
0.30,190,tv,relative_bias,0.9326895869
0.30,190,tv,covered,0
0.30,190,video,relative_bias,-0.2679387975
0.30,190,video,covered,1
0.30,190,search,relative_bias,-0.07720626942
0.30,190,search,covered,1
0.30,190,social,relative_bias,-0.9887923786
0.30,190,social,covered,0
0.30,190,ooh,relative_bias,7.345660205
0.30,190,ooh,covered,0
0.30,190,all,median_abs_relative_bias,0.9326895869
0.30,190,all,spearman,0.3
0.30,190,all,regret,1.207503515
0.30,190,all,beats_status_quo,0
0.30,190,all,achievable_lift_share,0.01119580091
0.30,190,all,shortfall_from_optimum_share,0.01351896896
0.30,190,all,loss_vs_status_quo_share,0.002323168046
0.30,190,all,n_agreeing,3
0.30,191,tv,relative_bias,-0.1817116547
0.30,191,tv,covered,0
0.30,191,video,relative_bias,-0.06175898863
0.30,191,video,covered,1
0.30,191,search,relative_bias,1.147060518
0.30,191,search,covered,0
0.30,191,social,relative_bias,0.1494727943
0.30,191,social,covered,1
0.30,191,ooh,relative_bias,0.2656637174
0.30,191,ooh,covered,1
