max_multiplier,seed,regret,beats_status_quo,achievable_lift_share,channels_on_upper_bound,channels_zeroed_model,channels_zeroed_truth
2.0,54,2.383469876,0,0.01246678327,0,1,1
2.0,55,1.46311569,0,0.01153386731,0,1,1
2.0,56,0.7670739254,1,0.01253454732,0,1,1
2.0,57,2.424184929,0,0.01252427159,0,1,1
2.0,58,3.368923418,0,0.01124496406,1,2,1
2.0,59,2.565190074,0,0.01167785591,0,2,1
2.0,60,3.505570154,0,0.01185610738,0,2,1
2.0,61,0.5170499274,1,0.01159149709,1,0,1
2.0,62,0.2598342889,1,0.01176390791,0,1,1
2.0,63,0.9404087896,1,0.01149346283,0,0,1
2.0,64,0.9719357149,1,0.01168801209,0,0,1
2.0,65,0.9350491091,1,0.01186389788,0,2,1
2.0,66,4.310251435,0,0.01152490236,1,1,1
2.0,67,1.081674777,0,0.01183464962,0,2,1
2.0,68,4.118204691,0,0.01088345402,0,3,1
2.0,69,1.869704071,0,0.01167100254,0,1,1
2.0,70,2.753606082,0,0.01142147585,0,1,1
2.0,71,0.6172966387,1,0.01182135916,0,0,1
2.0,72,1.223313149,0,0.01158782266,1,1,1
2.0,73,3.690250286,0,0.01196154665,0,2,1
2.0,74,4.968111508,0,0.01182318348,1,1,1
2.0,75,2.208815864,0,0.01125631426,0,1,1
2.0,76,3.120165596,0,0.01151507282,0,2,1
2.0,77,2.590487536,0,0.01176377453,0,1,1
2.0,78,2.398828519,0,0.01231357758,0,1,1
2.0,79,3.391262538,0,0.01170098858,0,1,1
2.0,80,1.230459836,0,0.01130896678,0,0,1
2.0,81,2.969821997,0,0.01260615539,0,1,1
2.0,82,4.111298915,0,0.01173807344,1,2,1
2.0,83,3.781971461,0,0.01154151494,0,2,1
2.0,84,1.453485894,0,0.01077911291,0,1,1
2.0,85,2.249350124,0,0.01096436751,1,1,1
2.0,86,2.969676794,0,0.01161135449,0,2,1
2.0,87,2.325813955,0,0.01126797881,0,1,1
2.0,88,0.894383425,1,0.01183582694,0,0,1
2.0,89,3.939208546,0,0.01205595659,0,2,1
2.0,90,1.47119618,0,0.011559853,0,2,1
2.0,91,1.334559158,0,0.01235050613,0,1,1
2.0,92,1.971077868,0,0.0112771055,0,1,1
2.0,93,3.36964418,0,0.01259642985,0,2,1
2.0,94,0.8510368069,1,0.01201382207,0,0,1
2.0,95,3.845559089,0,0.01122164848,1,1,1
2.0,96,2.103862525,0,0.01164678491,1,1,1
2.0,97,0.5051714603,1,0.0115296312,0,1,1
2.0,98,3.317184319,0,0.01120966899,0,1,1
2.0,99,5.411430579,0,0.01169041418,1,1,1
2.0,100,2.797099721,0,0.01099484794,0,0,1
2.0,101,0.6536864363,1,0.0120947939,0,0,1
2.0,102,1.912823038,0,0.01140000735,0,2,1
2.0,103,1.214099812,0,0.01158817746,1,1,1
2.0,104,4.786867774,0,0.01197896062,1,1,1
2.0,105,0.2135202039,1,0.01110126771,0,0,1
2.0,106,1.539747215,0,0.01142862113,0,2,1
